Course Code,Course Name,Academic Units,Faculty,BDE,Grade Type,Prerequisites,Mutually Exclusive,Course Information,Discipline
SC3000,ARTIFICIAL INTELLIGENCE,3,School of Computer Science and Engineering,No,Letter Graded,"[['SC1007', 'SC1015', 'SC2000']]",['CZ3005'],"Computer / software engineers are involved in effective and efficient building of knowledge agent systems that satisfy the requirements of users; possibly software for intelligent embedded and intelligent information systems. General awareness of theory, knowledge, and practice in all phases of the knowledge based systems and representation techniques for problem solving are necessary for those of you who wants to get into the field artificial intelligence. These are advanced intelligent systems that are finding widespread applications in finance, banking, manufacturing industries.",Computing
SC3040,ADVANCED SOFTWARE ENGINEERING,3,School of Computer Science and Engineering,No,Letter Graded,[['SC2006']],['CZ3002'],"Building upon software engineering and design concepts covered in Software Engineering (SC2006), this course aims to introduce advanced software engineering management topics to you including Quality Management, Project Management, Configuration Management, and Maintenance, according to the Software Engineering Body of Knowledge.",Computing
SC4242,COMPILER TECHNIQUES,3,School of Computer Science and Engineering,No,Letter Graded,"[['SC2001', 'SC2006']]",,,Computing
SC3020,DATABASE SYSTEM PRINCIPLES,3,School of Computer Science and Engineering,No,Letter Graded,[['SC2207']],"['CE4031', ' CZ4031']","Database management systems (DBMS) are designed to manage large and complex data sets. The fundamentals of the implementation of database management systems must be understood by all Computer Science students. This will help students to develop and design software systems utilizing databases, and equip students with the knowledge of managing data of large scale. Moreover, this should be understood by current and future business leaders so that they can offer strategic guidance based on an informed understanding of database business capabilities. This course provides the basis for achieving this goal.",Computing
MH3500,STATISTICS,4,School of Physical and Mathematical Sciences,Yes,Letter Graded,[['MH2500']],,This course aims to develop your understanding of the statistical concepts of parameter estimation and hypothesis testing that are fundamental for real life applications of statistics as well as for numerous further courses in the curriculum of the statistics track.,Mathematics
MH3511,DATA ANALYSIS WITH COMPUTER,3,School of Physical and Mathematical Sciences,Yes,Letter Graded,[['MH2500']],,"In today's business, data analysis plays an important role in making decisions more scientific and helping the business achieve effective operation. By closely examining data we can find patterns to perceive information, and the information can be used to enhance knowledge. This course provides basic concepts for data analysis with the usage of the R programming language. You will learn the skills of plotting, summarising, making inferences, and presenting various types of data.",Mathematics
MH3701,BASIC OPTIMIZATION,4,School of Physical and Mathematical Sciences,Yes,Letter Graded,[['MH1201']],,"This is a first course in mathematical optimization. It builds the basic knowledge and skills in the theory and techniques of analysing and solving simple optimization models. With these foundations, you will be able to deepen your understanding of more complex optimization models, and their applications to various disciplines in subsequent mathematical optimization and operations research courses.",Mathematics
MH4500,TIME SERIES ANALYSIS,4,School of Physical and Mathematical Sciences,Yes,Letter Graded,"[['MH2500', 'MH3500', 'MH3510']]",,This course provides an introduction to various time series models. It aims to develop your understanding of fundamental models in time series analysis and enable you to build time series models for read data.,Mathematics
MH4501,MULTIVARIATE ANALYSIS,4,School of Physical and Mathematical Sciences,Yes,Letter Graded,"[['MH2500', 'MH3500', 'MH3510']]",,"This course focuses on the standard methods of multivariate statistical analysis. Many essential data analysis techniques, such as principal component analysis and discriminant analysis, will be covered. This course equips students with the necessary skills for being data analysts.",Mathematics
MH4517,DATA APPLICATIONS IN NATURAL SCIENCES,4,School of Physical and Mathematical Sciences,Yes,Letter Graded,[['MH1402']],,"This course aims to provide the recent progress on geometric data analysis, topological data analysis, the combination with machine learning models, and their applications in nature data analysis. In this course you will develop skills in geometric and topological modeling, and the analysis of complicated physical/chemical/biological data.",Mathematics
HE2001,MICROECONOMICS II,3,School of Social Sciences,Yes,Letter Graded,[['HE1001']],,"Principals of Microeconomics has introduced basic concepts in market and discussed how markets work in general. The aim of this course is to deepen the understanding of behaviors in the market by further examining the decision process of economic agents and the implied welfare consequences. In the first half of the course, we focus on how individuals make their decisions in the market by discussing two broad topics. The first is the analysis of price and income changes in the market. This discussion builds on what have already been covered in Principals of Microeconomics. The second topic is individual decision-making regarding time, risk, and uncertainty where we will also examine how the asset market works. In the second half of the course, we focus on analysing the welfare effects of outcomes in markets and society. To this end, students will learn different measures of welfare and criteria for efficiency, and how perfectly competitive markets help achieve socially optimal outcomes. Subsequently, we will discuss the problems related to making choices for society and how these may be reconciled.",Economics
HE2002,MACROECONOMICS II,3,School of Social Sciences,Yes,Letter Graded,[['HE1002']],,The aim of the course is to enhance your understanding of modern developments in macroeconomic theory and offer fresh perspectives on the macroeconomic challenges of today.,Economics
HE3003,ECONOMETRICS II,3,School of Social Sciences,No,Letter Graded,[['HE2003']],['HE3603'],"Topics covered include misspecification analysis, maximum likelihood and instrumental variable estimation, univariate time series analysis and autoregressive distributed lag models.",Economics
HE3012,FINANCIAL ECONOMICS,3,School of Social Sciences,Yes,Letter Graded,"[['AB1202', 'HE5091']]",['HE3007'],"This course covers two big questions: first, what determines economic agents? investment decisions, and second, how are financial assets priced. Major topics include: (1) mean-variance analysis; (2) capital asset pricing model; (3) valuation of bonds, stocks and derivatives; and (4) life cycle portfolio choice. We also cover basic concepts in corporate finance.",Economics
HE3013,ECONOMICS OF CORPORATE FINANCE,3,School of Social Sciences,No,Letter Graded,"[['HE2001', 'HE2002', 'HE2003']]",['HE3613'],"If you are curious on why companies and the financial markets behave the way they do from the orientation of economics, this course is for you to learn and to thrive. It aims to provide you a solid economic foundation to the theory and practice of corporate finance in a modern world. You will enjoy an intellectual stimulation and enhance your cognitive ability by commanding the core theory of corporate finance at a rigorous level. You may apply what you have learned to various interesting corporate world problems and develop potential research topics for your FYP and for further study. You could become more prepared for the competitive job market with the financial knowledge and background offered in this course. You could also generate insights on the basic trade-offs between today and tomorrow and between risk and return and apply them to your I personal investment and life-time decisions.",Economics
HE3025,HEALTH ECONOMICS,3,School of Social Sciences,No,Letter Graded,[['HE1001']],,"This course aims to study the basic principles of economics of health and healthcare. We will cover topics such as production of health, market for insurance and its issues such as adverse selection and moral hazard, and supply of physician and organization of hospitals and payments systems. Lastly we will cover recent issues in health economics such as role of health in economic development, persistent issues of high medical inflation, and behavioral aspects of health and sin-taxes. The course prepares you for a career in government (e.g. Ministry of Health, Ministry of Finance), private sector (policy think tanks and consultancies addressing and advising on organization of healthcare), and academia.",Economics
HE3034,ECONOMICS OF EDUCATION,3,School of Social Sciences,Yes,Letter Graded,[['HE1001']],,"This course combines economic theory and empirical findings to examine different aspects of the economics of education. Topics include (but not limited to): The basic theory of investment and signalling in education; the empirical problem of disentangling the private return to education from the return to innate ability; evidence on the non-pecuniary return to education; externalities; the role of early childhood education; the problems associated with giving incentives to teachers and students to boost performance; the role of income and inequality of access to education; the roles of school inputs such as class size and peers on educational attainment; the effects of teachers; the role of non-economic factors in education such as grit and aspirations. Through this course, students will gain a basic understanding of different issues in the economics of education literature and how to analyse educational policy outcomes, which will be relevant for policy making in the real world.",Economics
MH3700,NUMERICAL ANALYSIS I,3,School of Physical and Mathematical Sciences,Yes,Letter Graded,"[['MH1200', 'MH1201']]",,"This course introduces you to the basis of numerical methods and their analysis for solving algebraic equations, for approximating functions and their derivatives and integrals. The course also provides you the experience in implementing the numerical methods using computer programming languages. It serves as a foundation for further studying on mathematical computation which plays essential keys in many areas of applied mathematics, mathematical modelling, engineering and computational finance.",Mathematics
HE3020,INTERNATIONAL ECONOMICS,3,School of Social Sciences,Yes,Letter Graded,[['HE9092']],['HE4003'],"The aim of the course is to develop a coherent modern analytical framework for thinking about all of the fundamental problem in international Economics. The course deals with many questions that are central to today's policy world such as current accounts, government budget deficits, speculative attacks and the implications of the expanding global markets for foreign assets.",Economics
HE3111,MONETARY ECONOMICS,3,School of Social Sciences,Yes,Letter Graded,"[['HE1003', 'HE2001', 'HE2002']]",['HE4017'],"The course will start with a simple model of money, the overlapping generations model where money is a store of value. The fundamentals of the demand for fiat money, inflation, the demand deposit, bank runs and the role of central banking are examined. Then, we will study money interaction with other financial assets and the real effects of money on output and national account.",Economics
HE4040,BEHAVIORAL ECONOMICS,4,School of Social Sciences,Yes,Letter Graded,[['HE2001']],['HE4004'],"The above figure depicts the Moller Franz illusion. The lengths of the three lateral lines above appear to be different, although they are of the same length. The cognitive function of our brain tricks us into thinking that they are different. Behavioral Economics studies how psychological limitations influence economic decision makings. In particular, it focuses on how adding important and more realistic human psychological attributes, which include: 1. Bounded rationality; Why people sometimes make seemingly irrational decisions such as taking more risks when they experience losses and being more risk-averse when they experience gains? 2. Bounded willpower; Why people often have difficulties in carrying out activities and actions that they had already earlier planned? For example, often, people desire to save more for retirement but unable to commit to doing so because they face the temptation to spend their money now. 3. Bounded self-interest; Why are people not entirely selfish as assumed in the standard economics analysis? They often are willing to sacrifice their monetary payoffs to uphold fairness and (or) to help unfortunate others. Thus, economics agents are not solely motivated by individual utility maximization. All these attributes can have profound impacts on the predictions of the standard economic models and the way we craft economic and social policies.",Economics
HE4043,FINANCE & DEVELOPMENT,4,School of Social Sciences,Yes,Letter Graded,"[['HE2001', 'HE2002', 'HE2003']]",['HE4018'],"The aim of this course is to develop a critical understanding of the recent debate on the role of financial intermediation in the process of economic development. It will discuss the desirability of having a deeper and more efficient financial system and explore the origins of financial development. The main topics covered are: finance for development, financial innovation, financial liberalization, financial inclusiveness, financial globalization and financial crisis.",Economics
HE4203,MICROECONOMETRICS & PANEL DATA,4,School of Social Sciences,Yes,Letter Graded,[['HE2004']],"['HE3023', ' HE4022']","This course is intended to be a practical guide for students doing applied economic research. Topics covered include causal inference, average treatment effect, randomized experiment, regression adjustment, instrumental variables regressions, panel data, first difference and individual/time fixed effects model, two-way fixed effects model, difference-in-differences, and regression discontinuity design. Students will get hands-on experience with data analysis and causal inference by using statistical packages such as STATA or R. All the econometric methods introduced in the course will be illustrated by extensive empirical examples with real-world data. Practical advice on how to design an empirical research project and how to write an applied economics paper will also be provided.",Economics
HE4903,ADVANCED ECONOMETRICS,4,School of Social Sciences,Yes,Letter Graded,[['HE3021']],['HE4021'],"Based on HE3021 Intermediate Econometrics, this course provides you with a theoretical foundation on econometric methods widely used in empirical studies and their applications. The approa ches and models introd uced to you will have both theoretical rigor and empirical relevance. Topics covered include asymptotic theory, large sample properties of OLS, IV, GM M, heteroskedasticity, limited dependent variable models and panel data models.",Economics
MH4514,FINANCIAL MATHEMATICS,4,School of Physical and Mathematical Sciences,Yes,Letter Graded,"[['MH2500', 'MH3512']]","['BA2202', ' MH3513']","This course aims at developing quantitative skills for the pricing and hedging of financial derivatives, using stochastic calculus and partial differential equations. It will enable you to design both discrete and continuous-time financial pricing models by combining the power of analytical and probabilistic methods. This is a level 4 course and no finance prerequisite is required.",Mathematics
MH1820,INTRODUCTION TO PROBABILITY & STATISTICAL METHODS,3,School of Physical and Mathematical Sciences,Yes,Letter Graded,[['HE1004']],"['AB1202', ' HE1004', ' HE1005', ' MH1800', ' MH2500', ' MH2814', ' MT2001']",This course provides a good foundation in probability and statistical inference. Basic ideas and methodologies in probability and statistics which are useful for economics students are introduced. It also aims to prepare students for higher level applied and theoretical econo-metric courses.,Mathematics
HE3011,COST-BENEFIT ANALYSIS,3,School of Social Sciences,No,Letter Graded,[['HE2001']],,"This module covers the fundamental notions of cost-benefit analysis; a method of evaluating the relative merits of alternative public investment projects or programmes in order to achieve economic efficiency in the allocation of scarce resources. In a way, cost-benefit analysis identifies and assesses the factors which need to be considered in making rational economic choices. In addition to understanding the theory and applying the principles behind cost-benefit analysis, some further complementary techniques drawn from decision sciences will be taught. The welfare foundations of cost-benefit analysis will be emphasized throughout the module. Topics covered will include identification and measurement of benefits and costs; investment decision criteria; risk and uncertainty; problems of distribution and equity; and particular problems in project evaluation.",Economics
HE3604,HEALTH ECONOMICS,3,School of Social Sciences,No,Letter Graded,[['HE1001']],['HE3004'],"This course aims to study the basic principles of economics of health and healthcare. We will cover topics such as production of health, market for insurance and its issues such as adverse selection and moral hazard, and supply of physician and organization of hospitals and payments systems. Lastly we will cover recent issues in health economics such as role of health in economic development, persistent issues of high medical inflation, and behavioral aspects of health and sin-taxes. The course prepares you for a career in government (e.g. Ministry of Health, Ministry of Finance), private sector (policy think tanks and consultancies addressing and advising on organization of healthcare), and academia.",Economics
HE3614,ECONOMICS OF CORPORATE FINANCE,3,School of Social Sciences,No,Letter Graded,"[['HE2001', 'HE2002', 'HE2004']]",['HE3014'],"If you are curious on why companies and the financial markets behave the way they do from the orientation of economics, this course is for you to learn and to thrive. It aims to provide you a solid economic foundation to the theory and practice of corporate finance in a modern world. You will enjoy an intellectual stimulation and enhance your cognitive ability by commanding the core theory of corporate finance at a rigorous level. You may apply what you have learned to various interesting corporate world problems and develop potential research topics for your FYP and for further study. You could become more prepared for the competitive job market with the financial knowledge and background offered in this course. You could also generate insights on the basic trade-offs between today and tomorrow and between risk and return and apply them to your I personal investment and life-time decisions.",Economics
HE3621,INTERMEDIATE ECONOMETRICS,3,School of Social Sciences,No,Letter Graded,[['HE2005']],['HE3021'],"Topics covered include misspecification analysis, maximum likelihood and instrumental variable estimation, univariate time series analysis and autoregressive distributed lag models.",Economics
HE4010,SINGAPORE ECONOMY IN A GLOBALIZED WORLD,4,School of Social Sciences,No,Letter Graded,"[['HE2001', 'HE2002']]",,"The topics include economic development, monetary and fiscal policies, exchange rate, market liberalization, manpower and labor market, social security, international trade and regional co-operation. The objective is to provide final year economics undergraduates with greater insights into the policies that have shaped Singapore?s economic growth and to engage students in an evaluation of these policies and development experiences. It will be unique in drawing upon the expertise of adjunct staff members who have been involved in policy-making, staff members who have worked extensively in the area, and senior government policy- and decision-makers. The module will be conducted seminar-style. Class room participation will constitute 50 percent and written examination 50 percent.",Economics
HE4011,CURRENT TOPICS IN ECONOMICS,4,School of Social Sciences,No,Letter Graded,"[['HE2001', 'HE2002']]",,The aim of the course is to provide an understanding of the theoretical foundation of 'The Economics of Uncertainty and Information'. The discussion will be accompanied with real world examples.,Economics
HE4022,EMPIRICAL STRATEGY & PROGRAM EVALUATION,4,School of Social Sciences,Yes,Letter Graded,[['HE2004']],['HE4203'],This course helps students to form a foundation in econometric analysis especially those related to modern economic research. Modern econometric skills will be introduced to students through lectures and computer based class projects. The course emphasizes applications of econometric techniques rather than econometric theories. Statistical package will be used to illustrate analysis of real-world data.,Economics
HA1003,INTRODUCTION TO PUBLIC ADMINISTRATION & POLICY,3,School of Social Sciences,Yes,Letter Graded,,['HA9101'],"This subject is an introductory overview of the historical development - and the fundamental intellectual contributions - of public administration as a discipline and profession. Topics cover all major subfields of public administration, including paradigms of public administration, public organizations, public management (problems of public management, performance measurement, public budget and human resources management in the public sector), intersectoral administration and intergovernmental administration.",Public Policy and Global Affairs
HA1011,POLITICS OF SINGAPORE,3,School of Social Sciences,Yes,Letter Graded,,['HA2002'],"This subject provides an introduction to Singapore's politics and government. It will critically examine various theoretical approaches to understand Singapore's political system; the structure, functions and process of Singapore's government; the development of the Constitution; the functions of the legislature, the executive, the bureaucracy and the judiciary. It will also focus on the major issues in Singapore's governance such as political culture, general elections, town councils, cyber-politics and emergence of civil society.",Public Policy and Global Affairs
HA2003,POLITICS & GOVERNMENT IN SOUTHEAST ASIA,3,School of Social Sciences,Yes,Letter Graded,[['HA1001']],,"This course will provide a broad survey of the domestic politics of the Southeast Asian region. Nations studied will include Cambodia, Indonesia, Malaysia, Philippines, Thailand, and Vietnam. It will also examine the important factors that shape the political landscape of Southeast Asia, paying particular attention to the historical conditions (colonialism, modernity, nationalism, war etc) which gave rise to the construction of Southeast Asia as a geo-political entity.",Public Policy and Global Affairs
HA2011,COST-BENEFIT ANALYSIS IN PUBLIC POLICY,3,School of Social Sciences,Yes,Letter Graded,[['HA1003']],,"This course introduces the application of cost-benefit analysis to the study of public policy. Topics include: market failure and non-market failure, net present value analysis, resource allocation decisions in the public sector. This subject also introduces other criteria of philosophical and political analysis, such as rational and non-rational decision making, and the balance between economic and political concerns. The course is quantitative in nature.",Public Policy and Global Affairs
HA2026,AMERICAN FOREIGN POLICY,3,School of Social Sciences,Yes,Letter Graded,"[['HA1001', 'HA1012']]",,"This course provides an introduction to the study of American foreign policy. It is designed to help develop students capacity both to explain the foreign policy-making process in the United States, and to better understand the underlying patterns, logic, and implications of American foreign policy in the world at large. It covers several theoretical approaches to and empirical issues involved in foreign policy decision making and implementation.",Public Policy and Global Affairs
HA2027,STATISTICAL ANALYSIS FOR PUBLIC AFFAIRS II,3,School of Social Sciences,Yes,Letter Graded,[['HA2024']],,"This course equips students with advanced statistical skills, which allow them to conduct analysis in various fields such as public policy and international relations.",Public Policy and Global Affairs
HA3014,SINGAPORE'S FOREIGN POLICY,3,School of Social Sciences,Yes,Letter Graded,[['HA1001']],['HA9305'],"The purpose of this course is to provide students with a foundational understanding of diplomacy and foreign policy, with a specific focus on Singapore. In doing so, we will examine Singapore?s relations with its neighbors in the region. This course will focus on both the theory and practice of foreign policy.",Public Policy and Global Affairs
HA3020,JUSTICE,3,School of Social Sciences,Yes,Letter Graded,[['HA1002']],,"This course is designed to provide students with an introduction to certain of the most important debates regarding the concept of justice in contemporary political thought. It will unfold specifically through a consideration of John Rawls' seminal 1971 text A Theory of Justice, and various of Rawls' most important philosophical critics. Working within the liberal tradition, Rawls will attempt to reconcile freedom and equality through the construction of a model of justice as fairness which posits a comprehensive scheme of equivalent human liberties, inequalities existing only to the extent that they are attached to offices and positions open to all, and to the extent that they benefit the least-advantaged members of the political community. After examining Rawls' account of justice as fairness, we will examine four texts which critique Rawls from distinct theoretical orientations. Specifically we will look at a libertarian critique (Robert Nozick), a communitarian critique (Michael Walzer), a feminist critique (Susan Moller Okin), and a realist critique (Raymond Geuss).",Public Policy and Global Affairs
HA3023,INTERNATIONAL SECURITY,3,School of Social Sciences,Yes,Letter Graded,[['HA1001']],,"This course surveys current issues in international security. We will cover several of the most pressing issues in contemporary national security, ranging from traditional security issues like inter-state and civil war, nuclear proliferation, and the rise of great powers to more non-traditional, newer issues like terrorism, climate change, and ?human security.? The course will also examine some of the solutions that have been proposed for these security problems, including international organizations, democracy promotion, and military intervention.",Public Policy and Global Affairs
HA3028,POLITICAL PARTIES & ELECTIONS,3,School of Social Sciences,Yes,Letter Graded,[['HA1012']],,"A study of democracy cannot take place without analyzing political parties and elections. Political parties, in the West at least, have contributed enormously to the flourishing and stability of democracy. Parties link the state and society, take part in elections and contribute towards the structuring (and re-structuring) of political processes and institutions. Yet, the nature of political parties differ throughout time and space; similarly, the nature of elections differ throughout democracies - there is significant diversity in the way the electoral systems are structured, the legislations governing elections, the frequency of elections, the way campaigns are conducted, inter alia. As such, there is a need to understand the differing types of parties and elections, the impact that they have on society and political systems, who runs in elections, how voters make their choices, and the threats to our existing understandings of democracy and elections. This module studies the development of political parties and electoral systems, emphasizing the analytical component (how and why) in addition to the standard descriptive approach (what).",Public Policy and Global Affairs
HA3030,INNOVATION MANAGEMENT & POLICY,3,School of Social Sciences,Yes,Letter Graded,"[['HA1003', 'HA1012']]",,"Technology innovation is the main driver of economic growth and productivity, and has played an important role in advancing areas such as agriculture, healthcare, and education, etc. The course seeks to equip students with knowledge of innovation strategy and management at the firm level and innovation policy at the country level.",Public Policy and Global Affairs
HA4001,ASEAN IN THE 21ST CENTURY,4,School of Social Sciences,Yes,Letter Graded,[['HA1001']],,"This seminar aims to offer students the in-depth, comprehensive knowledge and analyses of potentials, strengths, and limitations of the Association of Southeast Asian Nations (ASEAN). Through class discussions, students will learn history, characteristics, and functions of ASEAN from the material and ideational perspectives. With these knowledge, students will gain an ability to analyze the ASEAN?s utility (potentials and limitations) and raison d'etre by employing not only International Relations (IR) theories, but also theories in other fields (e.g. psychology, sociology, history). Those who are interested in graduate studies in International Relations and Asian/Southeast Asian studies or career in foreign affairs and international relations should take this course, since this becomes a rigid intellectual foundation of ASEAN studies.",Public Policy and Global Affairs
HA4006,PUBLIC LEADERSHIP,4,School of Social Sciences,Yes,Letter Graded,[['HA1003']],,"This course focuses on leadership in the public sector. It is meant for those of you who are interested in leadership and/or plan for a career in the public sector. The sustainability and success of public service agencies and the country depends on the development of effective leaders. To increase the supply of future leaders for the public service, we need a deep understanding of how leader development happens and how leaders operate. This course provides you with a good understanding of leadership theories and skills in the public sector, particularly in the Singapore context. At the end of the course, you will understand the main philosophy, various theories, models and new developments of public leadership, and master some critical leadership skills.",Public Policy and Global Affairs
HA4017,ECONOMIC ISSUES FOR PUBLIC DECISION MAKING,4,School of Social Sciences,Yes,Letter Graded,[['HA1003']],,"This course introduces students to an in-depth examination of the forces that influence the behavior of public administrators engaged in the public sector decision-making process on economic issues. Based on diverse theoretical and practical perspectives, students are able to learn various market and bureaucratic scenarios including micro- and macro-economic problems and impacts and how tools of modern political economy can be used to address contemporary policy questions. By leading classes along with discussions, students are encouraged to marshal facts embedded in the public decision making, analyze research literature, critically examine the pros and cons, and support educated conclusion as potentially qualified public administrators and policymakers. This course provides students with basic principles of political economy and applies them to public administration issues on the interaction of the public and private sectors of our economy at an advanced level. In a broader manner, this course will cover the following questions: 1. What is the market failure? 2. When can government play a role in improving market outcomes? 3. How can we evaluate whether a policy is likely to be effective? 4. What are the potential pitfalls associated with government involvement in markets (bureaucratic failure)? 5. How can public managers improve the efficiency and effectiveness of their organizations?",Public Policy and Global Affairs
HA4019,METHODS IN POLITICAL THEORY,4,School of Social Sciences,Yes,Letter Graded,[['HA1002']],,"This course is designed to provide you with a general introduction to certain of the most significant traditions within the field of political theory. It focuses in particular on the relationship between normative political thought and the methodologies deployed in the production and study of this thought. Within the field of political theory, questions regarding method tend to be obscured or ignored by practitioners and students alike. This course will thus aim to correct this lack by highlighting some of the most important methodological approaches to the practice of political theory. It will examine both the theoretical assumptions guiding the various methods, as well as how the methods are concretely applied in the formulation and analysis of political thought. Examples of methodological traditions that will be studied include: analytic political philosophy, realism, esotericism, contextualism, dialectical analysis, immanent critique, hermeneutics, genealogy, and comparative political theory.",Public Policy and Global Affairs
HA4034,CAUSAL INFERENCE IN POLICY EVALUATION,4,School of Social Sciences,Yes,Letter Graded,[['HA1003']],,"You will learn various empirical methods for policy evaluation to measure the causal effects of policies. This include regression, matching based on observables, difference-in-difference, instrumental variable, regression discontinuity design. You will work with real world data and replicate policy evaluations using these methods using STATA (statistical software). Finally, you will also learn how to conduct spatial analysis, learning how to collect and extract data across space, and create maps. This course will prepare you how to manage data, conduct statistical analysis, interpret results and present research findings in a rigorous manner. This course will also be useful for equipping you with relevant skillsets for their final year project.",Public Policy and Global Affairs
HA4035,FOOD POLITICS & POLICIES,4,School of Social Sciences,Yes,Letter Graded,"[['HA1001', 'HA1012']]",['HA4935'],"This course will introduce you to the politics and policies of food in several countries, international organisations, and across time. Food is fundamentally essential to our physical existence, but it is also intensely cultural, with socially constructed behaviour and preferences that are change-resistant even in the presence of new knowledge, policies, and practices. How have different historical, social, economic, political, and institutional factors contributed to shaping national and international food policy outcomes? In this course, we begin with a heuristic analytical framework that enables you to study how interests, ideas, instruments, and institutions interact and affect the formation, development, and implementation of national and international food policy decisions. This course is organised around four themes: politics of food identity; globalisation or glocalisation; politics of food scandals; and international politics of food. By taking this course, you will learn how food is a powerful lens to understand contemporary politics and policies beyond consumption and nutrition.",Public Policy and Global Affairs
HA4038,CRITICAL INTERNATIONAL THEORY,4,School of Social Sciences,Yes,Letter Graded,"[['HA1001', 'HA1002']]",,"The course introduces a diverse set of theories and concepts that critiques and criticizes traditional IR theories. We will intervene in existing IR debates, from these critical perspectives, while introducing cutting-edge research that pushes the disciplinary boundaries of international relations.",Public Policy and Global Affairs
HA4039,KNOWLEDGE POLITICS,4,School of Social Sciences,Yes,Letter Graded,"[['HA1001', 'HA1012']]",,"This course will introduce you to the politics of knowledge through the analytical lenses of inter-national relations and public policy. Higher education is often considered the next frontier in the knowledge economy race to attract, train, and retain talent. At the same time, it is central to the cultivation of national identity, sensitivity, and future. In this course, we take as a point of depar-ture that higher education straddles several key societal pillars that have difficult-to-reconcile objectives: culture (higher education as inculcating students with a sense of civic responsibility), market (higher education as training the next generation of entrepreneurs and innovators; higher education as a form of exportable services), and politics (knowledge collaboration and exchange as a form of diplomacy; knowledge generated from the higher education sector as policy solutions for meeting the world's Grand Challenges). By taking this course, you will learn that the ways in which higher education is configured and reconfigured thus constitutes a win-dow into the overall social, economic, and political stability of a state and region, as well as their likely future trajectories.",Public Policy and Global Affairs
HA4040,"HEALTH, DISEASE OUTBREAKS & POLITICS",4,School of Social Sciences,Yes,Letter Graded,[['HA1003']],,"This course aims to develop your understanding of key concepts, frameworks and theories of public health and politics that are essential for analyzing the causes and consequences of disease outbreaks, the performance of governments worldwide in handling disease outbreaks or combating pandemics, and other key issues related to disease outbreaks (e.g. inequality, stigma, injustice). In addition, it aims to develop your reflective capacity and enable you to link theory to practice through examining case studies in different countries. This course is for students who want to develop and strengthen their knowledge and skills for analyzing public health and related issues. It is also for students who want to pursue careers in the public sector or in the field of healthcare.",Public Policy and Global Affairs
HP4021,LABORATORY IN HUMAN & ANIMAL NEUROSCIENCE,4,School of Social Sciences,Yes,Letter Graded,"[['HP1000', 'HP1100', 'HP2200']]",,"The main purpose of this Laboratory course is for students to acquire knowledge and skills in the field of Human and Animal Neuroscience. A secondary aim of the course is for students to develop their critical appraisal of how Human and Animal Neuroscience can be applied to study the mechanisms behind typical and atypical development. The course focuses on practical application with weekly opportunities to apply the techniques introduced in class. Students will collect and analyze data, write up a research paper, and present the results in class.",Psychology
HP4051,LABORATORY IN PERSONALITY & INDIVIDUAL DIFFERENCES,4,School of Social Sciences,Yes,Letter Graded,"[['HP1000', 'HP1100', 'HP2500']]",,"This course will focus on the practical use of concepts, methodologies, and tools needed in evaluating and designing personality and individual differences empirical research. We will cover a variety of topics in measurement, instrument choice and design, hypothesis development and testing, and data preparation and manipulation, including statistical issues, tools for conducting personality and individual differences studies, and study design and evaluation methods.",Psychology
EE1071,INTRODUCTION TO EEE LABORATORIES,1,School of Electrical and Electronic Engineering,Yes,Pass/Fail,,"['EE2071', ' EE2072']","This course consists of 6 hours of Lecture/briefing and 6 lab modules, 2 modules each on Laboratory Basics, Working with AC waveforms and Soldering and circuit-building. 1. Introduction to common measuring instruments. Electrical components and concepts of simple circuit analysis. Data recording and analysis. General safety aspects. 2. Laboratory Basics (Modules 1 & 2) Safety in EEE Laboratory Sessions 3. Working with AC Waveforms (Modules 3 & 4) 4. Soldering and circuit-building (Modules 5 & 6)",Electrical Engineering
EE2102,ANALOG ELECTRONICS,3,School of Electrical and Electronic Engineering,Yes,Letter Graded,[['EE2001']],,"This course serves as an introduction to analog electronics. The course covers the theory, design and application of a broad range of fundamental electronic device and circuit topics. The specific materials include operational amplifiers, diodes, bipolar-junction transistors (BJT), Metal Oxide Semiconductor Field Effect Transistors (MOSFET), and frequency response. Students will learn hands-on skills for designing analog circuits by solving three practical design problems required for building a working electronic stethoscope across three lab sessions. This basic course in analog electronics serves as a foundation for an electronics engineer working in discrete or integrated circuit design and is relevant for anyone pursuing a career in the electronics industry.",Electrical Engineering
IE2107,ENGINEERING MATHEMATICS II,3,School of Electrical and Electronic Engineering,Yes,Letter Graded,[['MH1811']],,"Complex numbers, vectors, matrices, limits and continuity of functions, derivatives and integration and their applications, multivariable calculus, partial derivatives, ordinary differential equations, double integrals in polar coordinates, dot product, cross product, are introduced in MH1811, MH2810 or equivalent courses. This course builds on these concepts to further the fundamental mathematical knowledge and skills that are necessary in engineering and related career, as well as to equip students with life-long learning skills.",Electrical Engineering
IE2110,SIGNALS & SYSTEMS,3,School of Electrical and Electronic Engineering,Yes,Letter Graded,"[['MH1810', 'MH1811']]",,"Through this course, students should be able to understand the representation of continuous-time and discrete-time signals; their frequency characteristics and Fourier spectrum; representation and characteristics of linear time-invariant systems in both time and frequency domains; and the principles of sampling a continuous-time signal to yield a discrete-time one.",Electrical Engineering
