,Course Code,Course Name,Academic Units,Faculty,BDE,Grade Type,Prerequisites,Mutually Exclusive,Course Information
1737,HE1002,MACROECONOMICS I,3.0 AU,NA,No,Letter Graded,,"AB0901, HE5091, HE9091","The course aims to provide first-year college students with a sound understanding on the structure and functioning of the economy as a whole. As you are taking an introductory course, you are not expected to have any prior knowledge in economics. Instead, the principles you learn from this course will provide a solid foundation and develop a strong interest for your further study of intermediate and advanced macroeconomics."
1738,HE2010,DEVELOPMENT ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE1002 OR HE9091 OR AB0901 OR HE5091,,"This course will focus on microeconomic analysis of issues in developing countries. The main question will be: what can be done to help the world's poor to improve their wellbeing? Through this course, you will gain a basic understanding of development economics in topics such as poverty, health, education, and governance. You will also have the opportunity to connect these theoretical ideas to real world issues."
1739,HE2011,LABOUR ECONOMICS & LABOUR RELATIONS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HE5091,,"It covers the determination of labor market demand and supply, wage determination, wage differentials, human capital investment, migration and discrimination, as well as unemployment and labor policies."
1740,HE2015,MACROECONOMIC ISSUES & POLICIES IN CONTEMPORARY CHINA,3.0 AU,NA,Yes,Letter Graded,HE2002,,"This course aims to understand the sources of China?s economic growth, the constraints and challenges facing China?s economy, and China?s economic impact to the rest of world, using principle of economics and focusing on pertinent macroeconomic issues and policies."
1741,HE2020,SURVEY METHODS & SAMPLING TECHNIQUES,3.0 AU,NA,No,Letter Graded,AB1202 OR HE2004 OR HE2005,MH4511,"The course begins with the review of the Statistical concepts that needed for the clear understanding of the subject. Then it addresses the Planning and Designing the Survey, Developing the Survey Instruments, Designing the Sampling Methodology, Collecting and Processing Techniques followed by Estimation, Analysis and Reporting the Survey data."
1742,HE2021,PUBLIC ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HE5091 OR HJ5001,HE2008,"This course aims to study the role of government in addressing market failures, within social domains such as education, healthcare, and retirement financing, through policies like taxation and subsidies. The course is for students interested in topics such as taxation, education, healthcare financing, government budgets, economic efficiency, and equity. The course prepares you for a career in government (e.g. Ministry of Finance, Central Provident Fund), private sector (policy think tanks and consultancies addressing and advising on market failures), and academia."
1743,HE3010,MONEY & BANKING,3.0 AU,NA,Yes,Letter Graded,HE2002,HE2007,"This course offers a systematic analysis of monetary theories and the financial system. Apart from exposing you to different approaches in monetary analysis, the course places a special emphasis on the up-to-date analysis of how costs affect financial structure and monetary policy. The course will cover the structure and importance of the financial system, the functions of money, behavior of interest rates, financial structure and asymmetric information, bank management and regulation, debates on macroeconomic and monetary policies, the targets and instruments of monetary policies, the transmission mechanism of monetary policy and its effectiveness, money and inflation, rational expectations and its applications."
1744,HE3021,DEVELOPMENT ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE1002 OR HE9091 OR AB0901 OR HE5091,HE3621,"This course will focus on microeconomic analysis of issues in developing countries. The main question will be: what can be done to help the world's poor to improve their wellbeing? Through this course, you will gain a basic understanding of development economics in topics such as poverty, health, education, and governance. You will also have the opportunity to connect these theoretical ideas to real world issues."
1745,HE3022,PUBLIC ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HE5091,,"This course aims to study the role of government in addressing market failures, within social domains such as education, healthcare, and retirement financing, through policies like taxation and subsidies. The course is for students interested in topics such as taxation, education, healthcare financing, government budgets, economic efficiency, and equity. The course prepares you for a career in government (e.g. Ministry of Finance, Central Provident Fund), private sector (policy think tanks and consultancies addressing and advising on market failures), and academia."
1746,HE3023,LABOUR ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HE5091,"HE4103, HE4203","It covers the determination of labor market demand and supply, wage determination, wage differentials, human capital investment, migration and discrimination, as well as unemployment and labor policies."
1747,HE3027,HOUSING ECONOMICS,3.0 AU,NA,Yes,Letter Graded,HE1001 OR AB0901 OR HE9091 OR HE5091,HE2023,This module introduces how housing markets function. It provides both theoretical foundations and empirical analyses on important issues in housing and urban economics. Candidates will learn about the existing issues in housing markets and will be able to evaluate how various interventions are employed by government to mitigate these issues at the end of the course. Students who wants an introduction to housing and real estate economics should take this course.
1748,HE3031,INDUSTRIAL ORGANIZATION & BUSINESS STRATEGIES,3.0 AU,NA,Yes,Letter Graded,HE1001 OR AB0901 OR HE9091 OR HE5091,HE2022,"In this course, you will learn how to describe and analyze how the structure of markets, determine market outcomes through the conduct of firms and strategic interactions between businesses. Our analysis is conducted, primarily but not exclusively, from the perspectives of microeconomic principles and game theory. Theory is in turn complemented by case-based, empirical, or experimental evidence. The course applies economic reasoning to the analysis of topics such as market clearing, price discrimination, oligopolistic competition, collusion, competitive strategies, and product differentiation. It is designed for students with a background in microeconomic principles and a passion for applying fundamental knowledge to real business problems in rigorous and relevant ways. It is suitable for students who wish to pursue further studies in economics or a career in business, consulting, investment banking, or government."
1749,HW0001,INTRODUCTION TO ACADEMIC COMMUNICATION,.0 AU,NA,Yes,Pass/Fail,for students who fail QET ,,"The course aims to support you in your academic writing and reading skills across a wide range of disciplines. This course will provide opportunities for you to read current event articles widely and critically. As a result, you will learn to evaluate opinions and formulate well-substantiated arguments."
1750,HY0001,ETHICS & MORAL REASONING,1.0 AU,NA,Yes,Pass/Fail,,,"HY0001 will introduce students to three major ethical theories' utilitarianism, Kant's deontology, and virtue ethics. Then, four weeks will be devoted to teaching the ethical principles underlying academic integrity, research ethics, and intellectual property. Finally, students will discuss issues related to the ethics of environmental sustainability and conservation. All the while, students will be challenged apply the ethical theories learned to concrete moral problems, including world poverty, corporate accountability and whistleblowing, and workplace discrimination."
1751,IE1005,FROM COMPUTATIONAL THINKING TO PROGRAMMING,3.0 AU,NA,Yes,Letter Graded,,"BG2211, CE1003, CE1103, CV1014, CZ1003, CZ1103, FE1008, MA1008, MS1008",Course Overview and Concepts of Computational Thinking. Overview of Programming Languages. Computers and Programming. Overview of a Computer Program and Data Types. CT to Programming Concept - Operations and Reusable Functions. CT to Programming Concept - Decision Making and Repetition. CT to Programming Concept - Functions and Decomposition to Smaller Modules. CT to Programming Concept - Advanced Data Structures. Computing Trends. Social-Ethical Issues and Ramifications of Computing.
1752,LS5005,SPANISH LANGUAGE LEVEL 5,3.0 AU,NA,Yes,Letter Graded,Placement Test or LS9004 OR LS5004,,"This blended learning course, based on the flipped classroom model, introduces higher-level verb tenses (simple future, conditional and pluperfect) along with a wider range of vocabulary and grammatical structures. All these, together with a wide variety of idiomatic expressions, provide the foundation for an intermediate level in the Spanish language. In this course, you will practice the four skills of the language in an integrated manner through an action-oriented approach with the aim to develop your pragmatic, linguistic and sociocultural competencies at the B1 level according to the Common European Framework of Reference for Languages (CEFR). You will further explore Hispanic cultures and societies through a wider range of personal and social situations and contexts. You will also be encouraged to become a more self-directed learner and to be creative and critical. After completing this course, you will be ready to sit for the external official examination DELE B1 (Diploma de Espa?ol como Lengua Extranjera)."
1753,MA1002,FUNDAMENTAL ENGINEERING MATERIALS,3.0 AU,NA,Yes,Letter Graded,,"BG1105, CB1105, CH1105, MS1015","Engineering materials and their mechanical properties. Bonding, Crystal Structure, Defects, and Diffusion. Strengthening and toughening mechanisms. Creep, fatigue and fracture. Ceramic Materials, Structure and Properties. Structure of Polymers. Corrosion and Degradation."
1754,MA2003,INTRODUCTION TO THERMO-FLUIDS,3.0 AU,NA,Yes,Letter Graded,,,Properties of pure substances. Work and heat. Energy and the first law. Energy balance for closed systems and steady state control volumes. Submerged surfaces and bodies. Elementary fluid dynamics.
1755,MA2004,MANUFACTURING PROCESSES,3.0 AU,NA,Yes,Letter Graded,,MA2024,"This course aims to provide you with a basic understanding of the manufacturing processes used in industry. These include their fundamental principles, theory, quality issues and applications. Dimension and surface measurement is also included."
1756,MA2024,ENGINEERING MATERIALS & MANUFACTURING PROCESSES,3.0 AU,NA,Yes,Letter Graded,,MA2004,"This core Engineering course will introduce the fundamental knowledges of engineering materials - with emphasis on metals and alloys - and their manufacturing processes. The first half of the course will lay the foundations for the understanding of the relationships between structure at the atomic level to the properties of materials, the role of defects in determining properties, and the basics as to how alloys are designed. The second part of the course provides the student with a basic understanding of the manufacturing processes used in industry. These include their fundamental principles, theory, quality issues and applications. This course provides mechanical engineering students the foundations for designing and selecting materials for virtually any engineering application, as well as understanding the common manufacturing processes used in industry."
1757,MH1810,MATHEMATICS 1,3.0 AU,NA,Yes,Letter Graded,,"CE1011, CZ1011, MH1100, MH1101, MH1800, MH1801, MH2813","In this course, the basic concepts of limits, differentiation and integration are introduced. Applications of differential and integral calculus are included. In addition, the course also covers topics on complex numbers, vectors and matrices. It aims to prepare the first year engineering students for further courses in engineering disciplines and more advanced mathematics in year 2. This course aims to equip you with 1. mathematical knowledge and analytical skills so that you are able to apply techniques of advanced calculus (along with their existing mathematical skills) to solve engineering or scientific problems whenever applicable; 2. mathematical reading skills so that you can read and understand related mathematical content in the basic and popular scientific and engineering literature; and 3. mathematical communication skills so that you can effectively and rigorously present your mathematical ideas to mathematicians, scientists and engineers."
1758,MH1811,MATHEMATICS 2,3.0 AU,NA,Yes,Letter Graded,"Pre-requisite, MH1810 applicable to AY2017 cohorts onwards MH1810(Corequisite)","MH1100, MH1101, MH1801, MS2900",Partial differentiation. Multiple integrals. Sequences and series. First order differential equations. Second order differential equations.
1759,ML0004,CAREER & INNOVATIVE ENTERPRISE FOR THE FUTURE WORLD,2.0 AU,NA,Yes,Letter Graded,,,"In today's competitive and rapidly evolving world, students must equip themselves with critical career skills and a deep sense of workplace values and ethics and possess an innovative and enterprising ethos whether they are joining an established enterprise or starting a new enterprise. This course is a compulsory foundation module for all NTU students on essential career preparation and innovative enterprising skills and it should be completed by students before they start their internship. This course equips students with practical skills needed in their career preparation and development (including for internship and graduation job search) to help students succeed in a new disruptive workplace. Students will learn the fundamental techniques and concepts of Business Model Innovation, and apply them in teams to find innovative and viable solutions to real-life problems posed by partnering enterprises. In the process of working in teams, students will further hone their teamwork skills."
1760,MS1012,MATERIALS PHYSICS,3.0 AU,NA,Yes,Letter Graded,,MS1002,Electric fields. Gauss' law. Electric potential and electric potential energy. Capacitance and dielectrics. Ohm's law. Direct current circuits. Magnetic fields. Sources of magnetic fields. Ampere's law. Gauss' law in magnetism. Ampere-Maxwell law. Faraday's law. Inductance. Electromagnetic waves and spectrum. Relativity. Blackbody radiation and Planck's hypothesis. Photoelectric effect. Compton effect. Atomic spectra. Bohr model of the atom. Quantum numbers. Pauli exclusion principle and Hund's rule. Electronic configurations. Wave particle duality. Heisenberg uncertainty principle. Molecular Orbitals. Ionic bonding. Madelung Constant.
1761,MS1013,MATERIALS CHEMISTRY I,2.0 AU,NA,Yes,Letter Graded,,,"The aim of this course is to provide you with fundamental understanding of basic chemistry which includes inorganic chemistry, physical chemistry, and analytical chemistry."
1762,PH1011,PHYSICS,3.0 AU,NA,Yes,Letter Graded,,"CY1305, CY1306, CY1308, IM1091, MS1001, PH1012, PH1104, PH1106, PH114S, PH116S, PH1801, PH1802",1. VECTORS 2. KINEMATICS 3. FORCES AND TORQUES 4. NEWTON'S LAWS OF MOTION 5. IMPULSE AND MOMENTUM 6. WORK AND ENERGY 7. THERMAL PHYSICS 8. ELECTRIC FIELD 9. MAGNETIC FIELD 10. MOTION OF CHARGED PARTICLES AND APPLICATIONS 11. CIRCUITS
1763,PH1012,PHYSICS A,4.0 AU,NA,Yes,Letter Graded,For students w/o A level Physics(applicable to F/T students) ,"CY1305, CY1306, CY1308, IM1090, PH1011, PH1101, PH1104, PH1106, PH114S, PH116S, PH1801, PH1802",1. VECTORS 2. KINEMATICS 3. FORCES AND TORQUES 4. NEWTON'S LAWS OF MOTION 5. IMPULSE AND MOMENTUM 6. WORK AND ENERGY 7. THERMAL PHYSICS 8. ELECTRIC FIELD 9. MAGNETIC FIELD 10. MOTION OF CHARGED PARTICLES AND APPLICATIONS 11. CIRCUITS
1764,SP0061,SCIENCE & TECHNOLOGY FOR HUMANITY,3.0 AU,NA,Yes,Letter Graded,Only for Premier Scholars Programme students. ,CC0007,"The course aims to inspire a long-lasting mindset of awareness, critical thinking, curiosity, and collaboration across disciplines through the lens of contemporary and near-future challenges for human communities in relation to scientific and technological innovations. Students will learn to perceive and analyze the potential benefits and costs of scientific/technological innovations and applications from different perspectives and on different scales. Students will then use these skills to identify real-life challenges and to propose solutions."
1765,CC0006,"SUSTAINABILITY: SOCIETY, ECONOMY & ENVIRONMENT",3.0 AU,NA,Yes,Letter Graded,,,"The course aims to inspire a long-lasting mindset of awareness, critical thinking, curiosity, and collaboration across disciplines through the lens of current sustainability challenges. You will learn to analyze sustainability issues from different perspectives (social, economic, and environmental) and on different scales (individual, organizational, Singaporean, and global). You will then use these skills to discuss and propose solutions for sustainability challenges facing Singapore and the world."
1766,CC0007,SCIENCE & TECHNOLOGY FOR HUMANITY,3.0 AU,NA,Yes,Letter Graded,,SP0061,"The course aims to inspire a long-lasting mindset of awareness, critical thinking, curiosity, and collaboration across disciplines through the lens of contemporary and near-future challenges for human communities in relation to scientific and technological innovations. Students will learn to perceive and analyze the potential benefits and costs of scientific/technological innovations and applications from different perspectives and on different scales. Students will then use these skills to identify real-life challenges and to propose solutions."
1767,EE1102,PHYSICS FOUNDATION FOR ELECTRICAL & ELECTRONIC ENGINEERING,3.0 AU,NA,Yes,Letter Graded,PH1011 OR PH1012 OR CE1013 OR CZ1013 OR CE1113 OR CZ1113 OR SC1013,EE1002,"This course aims to build a strong foundation in the relevant physics principles used in the design of common electrical and electronic devices. The course builds on the concepts learned in the common engineering curriculum's first semester physics course. This course focuses on fundamental concepts that are key to EEE students in preparation for subsequent studies, and are utilized daily by electrical and electronics engineering professionals. Students will learn the relationship between physics concepts and their applications in EEE. Contents: Introduction of electromagnetic fields and applications Electromagnetic in electronics, circuits and communications Introduction to light and principles of geometric optics Principles of wave optics Introduction to quantum physics and applications Applications of quantum physics in electronics and lasers"
1768,EE2002,ANALOG ELECTRONICS,4.0 AU,NA,Yes,Letter Graded,EE2001,,"This course serves as an introductory analog electronic course. The course offers a broad range of fundamental electronic device and circuit topics. The specific materials pertain to analog electronics including diodes, bipolar-junction transistors (BJT), Metal Oxide Semiconductor Field Effect Transistors (MOSFET), basic amplifier configurations, multistage amplifier and differential amplifiers, current sources and current mirrors, frequency response and operational amplifiers. This basic course in analog electronics provides for analysis and design of analog electronic circuits, both discrete and integrated, required of an electronics engineer and is relevant for anyone pursuing a career in the ICT industry."
1769,EE2005,ELECTRICAL DEVICES & MACHINES,3.0 AU,NA,Yes,Letter Graded,EE2001 OR EE2101,"E3010L, EE3010","The objective of the first module is to introduce students to electromagnetic principles and actuators including magnetic circuits and energy conversion devices. The second module focuses on the operating principles of single-phase and three-phase transformers and their applications in power supply systems. The third module furthers the students' knowledge on AC electrical machinery such as induction motors, which are widely used in industry. The final module enables students to understand the basic concepts of DC machines with particular focus on their fundamentals and operating characteristics. Applications of these concepts in solving engineering problems will also be covered. Contents: Electromagnetic Principles and Actuators. Transformers. AC Machines. DC Machines."
1770,EE2073,INTRODUCTION TO EEE DESIGN & PROJECT,2.0 AU,NA,Yes,Letter Graded,,"EE3071, EE3072, IM2073, IM3072","This course aims to inspire your interest in learning through active participations in the laboratory-based and practice-oriented course on the solutions of typical engineering system design and implementation problems covering multi-disciplinary areas of electrical, electronic and computer engineering. Contents: Lecture on Data Acquisition System and Application, and Electronic Circuit and System Design. A laboratory modules on LabVIEW programming and prescribed Project."
1771,EE2101,CIRCUIT ANALYSIS,3.0 AU,NA,Yes,Letter Graded,,,"This course focuses on the fundamental principles of circuit theorems and circuit elements, DC/AC and three-phase circuits, transient and steady-state responses, circuit analysis using Laplace transforms. In this course, you will learn various techniques ('tools') to analyze the operation of real circuits. Our major concern is the analysis of circuits, i.e. the study of the behavior of the circuit, not the creation of circuits, i.e., the engineering design of the circuit."
1772,EE2103,SEMICONDUCTOR FUNDAMENTALS,3.0 AU,NA,Yes,Letter Graded,EE1002 OR CY1307 OR EE1102,,"This course serves as a foundation course on Semiconductors. It covers a broad range of fundamental concepts in semiconductors such as basics of semiconductors and their properties, semiconductor in equilibrium/non- equilibrium, carrier transport phenomena, and operating principles of a semiconductor diode, metal-semiconductor contacts, and MOSFET."
1773,HE2003,ECONOMETRICS I,3.0 AU,NA,Yes,Letter Graded,HE1005 OR MH2500(Corequisite) OR MH3500(Corequisite) OR HE1004 (Min Grade :A-) OR MH1820(Corequisite) OR MH2814,"HE2004, HE2005","Discussions of different estimations of the econometric models, their tests and their applications. Topics include the Simple Linear Regression Model, Generalized Linear Regression Models, Dummy variable models, dynamic models and introductory time series models. For each topic, illustrative examples will be employed during the lectures and tutorials."
1774,HE2010,DEVELOPMENT ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE1002 OR HE9091 OR AB0901 OR HE5091,,"This course will focus on microeconomic analysis of issues in developing countries. The main question will be: what can be done to help the world's poor to improve their wellbeing? Through this course, you will gain a basic understanding of development economics in topics such as poverty, health, education, and governance. You will also have the opportunity to connect these theoretical ideas to real world issues."
1775,HE2011,LABOUR ECONOMICS & LABOUR RELATIONS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HE5091,,"It covers the determination of labor market demand and supply, wage determination, wage differentials, human capital investment, migration and discrimination, as well as unemployment and labor policies."
1776,HE2015,MACROECONOMIC ISSUES & POLICIES IN CONTEMPORARY CHINA,3.0 AU,NA,Yes,Letter Graded,HE2002,,"This course aims to understand the sources of China?s economic growth, the constraints and challenges facing China?s economy, and China?s economic impact to the rest of world, using principle of economics and focusing on pertinent macroeconomic issues and policies."
1777,HE2020,SURVEY METHODS & SAMPLING TECHNIQUES,3.0 AU,NA,No,Letter Graded,AB1202 OR HE2004 OR HE2005,MH4511,"The course begins with the review of the Statistical concepts that needed for the clear understanding of the subject. Then it addresses the Planning and Designing the Survey, Developing the Survey Instruments, Designing the Sampling Methodology, Collecting and Processing Techniques followed by Estimation, Analysis and Reporting the Survey data."
1778,HE2021,PUBLIC ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HE5091 OR HJ5001,HE2008,"This course aims to study the role of government in addressing market failures, within social domains such as education, healthcare, and retirement financing, through policies like taxation and subsidies. The course is for students interested in topics such as taxation, education, healthcare financing, government budgets, economic efficiency, and equity. The course prepares you for a career in government (e.g. Ministry of Finance, Central Provident Fund), private sector (policy think tanks and consultancies addressing and advising on market failures), and academia."
1779,HE3001,MICROECONOMICS III,3.0 AU,NA,No,Letter Graded,HE2001,HE3601,"In HE1001 Microeconomics I and HE2001 Microeconomics II, we have covered the core tenets of decision making by firms and individuals, and how perfect competition translates this into efficient outcomes under specific conditions. The main aim of this course is to extend our framework to contexts with less than ?perfect? settings. We will first study the basics of game theory, analysing strategic interactions between small numbers of agents and discuss its applications. Subsequently, we will study various kinds of market frictions and how they can lead to sub-optimal outcomes in the market, covering possible solutions. This will include classical ones like asymmetric information, classical externalities and common access and also newer ones like information technology. Lastly, we will also introduce behavioural economics and how social and psychological elements can be applied to traditional topics in Economics."
1780,HE3002,MACROECONOMICS III,3.0 AU,NA,No,Letter Graded,HE2002,"HE3602, HE4002, MH3310",This course aims to provide students a broad picture on the pattern of economic growth and development both over time and across countries in the world. It also plans to equip the students with the necessary theoretical tools to understand a set of seminal works and workhorse models in the literature that attempt to understand the empirical pattern.
1781,HE3004,MATHEMATICS FOR ECONOMISTS II,3.0 AU,NA,No,Letter Graded,HE2001 & HE2003 (Not Applicable to MAEO) OR HE2003 (Not Applicable to MAEO) & HE5092,HE3604,"Introductory and intermediate economics courses (Microeconomics and Macroeconomics) heavily use intuition and graphs to analyze economic issues. An alternative (complementary) approach is the use of mathematics (mainly calculus and linear algebra) to derive more clear-cut conclusions. In Microeconomics applications, you will learn to perform optimization exercises for various decision makers (consumers, producers, etc.), and perform comparative statics analysis. In Macroeconomics applications, you will learn to use functions to represent the various sectors of the economy and combine calculus with linear algebra techniques to analyze and compare the effectiveness of fiscal and monetary policies. In the second part of the course you will be introduced to the concept of economic dynamics and the use of differential and difference equations in analyzing the dynamic stability of economic systems."
1782,HE3005,ENVIRONMENTAL ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HU9001 OR HE5091,,"This course covers the valuation of environmental quality, assessment of environmental damages. Analytical tools needed for the evaluation of projects which affects the environment such as cost-benefit analysis, and environment impact analysis will also be presented. Further topics will include aspects of sustainable development, the problems associated with natural resource management, and select topics on international environmental issues as in global warming and climate change, and transboundary pollution."
1783,HE3010,MONEY & BANKING,3.0 AU,NA,Yes,Letter Graded,HE2002,HE2007,"This course offers a systematic analysis of monetary theories and the financial system. Apart from exposing you to different approaches in monetary analysis, the course places a special emphasis on the up-to-date analysis of how costs affect financial structure and monetary policy. The course will cover the structure and importance of the financial system, the functions of money, behavior of interest rates, financial structure and asymmetric information, bank management and regulation, debates on macroeconomic and monetary policies, the targets and instruments of monetary policies, the transmission mechanism of monetary policy and its effectiveness, money and inflation, rational expectations and its applications."
1784,HE3021,DEVELOPMENT ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE1002 OR HE9091 OR AB0901 OR HE5091,HE3621,"This course will focus on microeconomic analysis of issues in developing countries. The main question will be: what can be done to help the world's poor to improve their wellbeing? Through this course, you will gain a basic understanding of development economics in topics such as poverty, health, education, and governance. You will also have the opportunity to connect these theoretical ideas to real world issues."
1785,HE3022,PUBLIC ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HE5091,,"This course aims to study the role of government in addressing market failures, within social domains such as education, healthcare, and retirement financing, through policies like taxation and subsidies. The course is for students interested in topics such as taxation, education, healthcare financing, government budgets, economic efficiency, and equity. The course prepares you for a career in government (e.g. Ministry of Finance, Central Provident Fund), private sector (policy think tanks and consultancies addressing and advising on market failures), and academia."
1786,HE3023,LABOUR ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HE5091,"HE4103, HE4203","It covers the determination of labor market demand and supply, wage determination, wage differentials, human capital investment, migration and discrimination, as well as unemployment and labor policies."
1787,HE3024,ENVIRONMENTAL ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1001 OR HE9091 OR AB0901 OR HU9001 OR HE5091,HE3624,"This course covers the valuation of environmental quality, assessment of environmental damages. Analytical tools needed for the evaluation of projects which affects the environment such as cost-benefit analysis, and environment impact analysis will also be presented. Further topics will include aspects of sustainable development, the problems associated with natural resource management, and select topics on international environmental issues as in global warming and climate change, and transboundary pollution."
1788,HE3026,URBAN ECONOMICS,3.0 AU,NA,No,Letter Graded,HE2001 & HE2003 OR HE2003 & HE5092,,"This course studies urban spaces from an economist's perspective. Why do cities exist, and what are the benefits - and costs - of organizing economic and social activity in close proximity? Students taking this course will apply intermediate microeconomic theory and micro-econometrics to the analysis of cities and urban problems. Students will also be expected to understand and interpret contemporary empirical economic research into urban problems. Fundamental contributions from other social sciences and disciplines to the study of urban economic activity will also be discussed. In line with the course's objectives, students will be assessed based on a group project based on the interpretation of existing contemporary research; an individual research paper; and a final examination testing knowledge and application of theory and concepts"
1789,HE3027,HOUSING ECONOMICS,3.0 AU,NA,Yes,Letter Graded,HE1001 OR AB0901 OR HE9091 OR HE5091,HE2023,This module introduces how housing markets function. It provides both theoretical foundations and empirical analyses on important issues in housing and urban economics. Candidates will learn about the existing issues in housing markets and will be able to evaluate how various interventions are employed by government to mitigate these issues at the end of the course. Students who wants an introduction to housing and real estate economics should take this course.
1790,HE3031,INDUSTRIAL ORGANIZATION & BUSINESS STRATEGIES,3.0 AU,NA,Yes,Letter Graded,HE1001 OR AB0901 OR HE9091 OR HE5091,HE2022,"In this course, you will learn how to describe and analyze how the structure of markets, determine market outcomes through the conduct of firms and strategic interactions between businesses. Our analysis is conducted, primarily but not exclusively, from the perspectives of microeconomic principles and game theory. Theory is in turn complemented by case-based, empirical, or experimental evidence. The course applies economic reasoning to the analysis of topics such as market clearing, price discrimination, oligopolistic competition, collusion, competitive strategies, and product differentiation. It is designed for students with a background in microeconomic principles and a passion for applying fundamental knowledge to real business problems in rigorous and relevant ways. It is suitable for students who wish to pursue further studies in economics or a career in business, consulting, investment banking, or government."
1791,HE3032,GAME THEORY,3.0 AU,NA,No,Letter Graded,HE1003 (Applicable to ECON) & HE2001 OR HE1003 (Applicable to ECON) & HE9092 OR HE1003 (Applicable to ECON) & HE5092 OR HE1004 (Applicable to ECON) & HE5092 OR HE1004 (Applicable to ECON) & HE2001,,"This is an intermediate level game theory course. The basic concepts of games are discussed in a rigorous manner. Examples are introduced to help students understand the basic concepts and their applications. The prerequisites for taking this course include elementary economic theory, A-level mathematics and elementary calculus."
1792,HE3033,THE CHINESE ECONOMY,3.0 AU,NA,No,Letter Graded,HE1001 OR HE1002 OR HE9091 OR AB0901 OR HE5091,,Major topics include: (1) a background introduction to China?s economy and its economic reforms; (2) fundamental economic institutions; the current economic structure; industrial policies; (3) macroeconomic policies; (4) growth patterns and trends.
1793,HE3125,ECONOMICS OF MENTAL HEALTH & WELL-BEING,3.0 AU,NA,Yes,Letter Graded,HE1001 OR HE2003 OR HE2005 OR HE2004 (Min Grade :B+),,"Surveys in many countries conducted over decades show that, on average, people's happiness and life satisfaction have not changed much over the last fifty years, despite large increase in real income per capita for many countries. In other words, people are not getting any happier or feeling more satisfied with life even when the whole country is becoming richer than it has been in the past. What explains this missing link between economic growth and happiness? If economic growth does not lead to an increase in people's general sense of wellbeing, then what does? This module aims to provide an overview of the new science of well-being and its link with economic decisions. It will explore the idea of well-being as an alternative measure of success at the individual level, at the organisational level, and at the country level. It will investigate how well-being is typically measured, and what their main determinants usually are across different countries and time periods. It will also explore the practical implications of wellbeing in the workplace, and how we can use it in cost-benefit analysis and in policy design. Other topics to be discussed include whether money buys happiness; and if so, how much does it buy? What are the key ingredients to a happy workplace? What are the links between wellbeing and productivity? How does wellbeing linked to choices, and do people always make the right choice for themselves? What future behaviours can happiness today predict? What predicts wellbeing from birth to old age? Why should policy makers care more about enhancing people's wellbeing than simply boosting profits and economic growth? The goal is to broaden students' understanding of what factors determine individual's subjective experiences, and to learn how this knowledge can be applied in business and policy settings. Students who have special interests in behavioural economics, public policy, and innovative businesses with human well-being at the core of the firm?s strategies should take this module. People with a background in the economics of mental health and well-being have found jobs working for the government and NGOs, creating a start-up company that caters directly to improving their clients? well-being, and working in academia."
1794,HE3601,MATHEMATICAL ECONOMICS,3.0 AU,NA,No,Letter Graded,HE1003 (Applicable to ECON) & HE2001 OR HE1003 (Applicable to ECON) & HE9092 OR HE1003 (Applicable to ECON) & HE5092,HE3001,"Introductory and intermediate economics courses (Microeconomics and Macroeconomics) heavily use intuition and graphs to analyze economic issues. An alternative (complementary) approach is the use of mathematics (mainly calculus and linear algebra) to derive more clear-cut conclusions. In Microeconomics applications, you will learn to perform optimization exercises for various decision makers (consumers, producers, etc.), and perform comparative statics analysis. In Macroeconomics applications, you will learn to use functions to represent the various sectors of the economy and combine calculus with linear algebra techniques to analyze and compare the effectiveness of fiscal and monetary policies. In the second part of the course you will be introduced to the concept of economic dynamics and the use of differential and difference equations in analyzing the dynamic stability of economic systems."
1795,HE3602,GAME THEORY,3.0 AU,NA,No,Letter Graded,HE1003 (Applicable to ECON) & HE2001 OR HE1003 (Applicable to ECON) & HE9092 OR HE1003 (Applicable to ECON) & HE5092,"HE3002, MH3310","This is an intermediate level game theory course. The basic concepts of games are discussed in a rigorous manner. Examples are introduced to help students understand the basic concepts and their applications. The prerequisites for taking this course include elementary economic theory, A-level mathematics and elementary calculus."
